"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL2337396";"";"None";"435.49";"0";"3.69";"BDBM50430952";"Cc1c(CCOCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1";"IC50";"'='";"420.0";"nM";"6.38";"";"335094";"UO_0000065";"14.64";"0.29";"2.69";"9.31";"0";"CHEMBL3887378";"In Vitro Inhibition Assay: The murine monocyte/macrophage cell line J774 is grown in Dulbecco's modified Eagle's medium (DMEM), enriched with glutamine (2 mM), HEPES (25 mM), penicillin (100 ug/mL), streptomycin (100 ug/mL), 10% of fetal bovine serum (FBS) and 1.2% of sodium pyruvate. The cells are distributed in 24-well plates at a density of 2.5x105 cells/mL or in culture dishes with a diameter of 10 cm (1x107 cells/10 mL/dish) and kept for 2 hours at 37° C. in a CO2 (5%)/O2 (95%) atmosphere. Just before the experiments, the culture medium is replaced with fresh medium without FBS to avoid interference during the radio-immunological phase and the cells are stimulated as described below.Evaluation of COX-1 Activity.The cells are pretreated with the test compounds for 15 minutes and then incubated for 30 minutes with arachidonic acid (15x10-6 m). At the end of incubation the supernatants are collected for evaluating, by means of radio-immunological assays, the amount of PGE2 produced.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886295";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL5285108";"";"None";"353.47";"0";"3.57";"1y";"CC(C)(O)[C@H]1CC[C@H](NC(=O)c2cnc3nc(C4CC4)ccc3c2)CC1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5265324";"Inhibition of COX-2 (unknown origin) upto 10000 nM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260850";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"DOSE <= 10000.0 nM";"";""
"CHEMBL4276876";"";"None";"390.51";"None";"None";"4l";"C[Si](C)(C)c1c(-c2ccc(F)cc2)noc1-c1ccc(S(N)(=O)=O)cc1";"IC50";"'='";"38160.0";"nM";"4.42";"";"";"UO_0000065";"11.31";"None";"None";"None";"0";"CHEMBL4263336";"Inhibition of recombinant human COX-2 assessed as reduction of prostaglandin-G2 to prostaglandin-H2 by measuring oxidation of 10-acetyl-3,7-dihydroxyphenoxazine to resorufin after 5 mins by fluorescence based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261574";"1";"Scientific Literature";"Medchemcomm";"2018";"None";"";"";""
"CHEMBL477";"ADENOSINE";"4.0";"267.25";"0";"-1.98";"60961";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"AC50";"'>'";"30000.0";"nM";"";"";"Summarised AC50 (mean value for measurements with a relation sign '='; largest value for measurements with relation sign '>')";"UO_0000065";"";"";"";"";"0";"CHEMBL5291870";"Compound was evaluated for inhibition of human PTGS2 in an in vitro cell free assay measured by fluorescence spectroscopy";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5291721";"1";"Scientific Literature";"Nat Commun";"2023";"None";"";"";""
"CHEMBL1463";"FLUCYTOSINE";"4.0";"129.09";"0";"-0.51";"flucytosine";"Nc1nc(=O)[nH]cc1F";"AC50";"'>'";"10000.0";"nM";"";"";"Summarised AC50 (mean value for measurements with a relation sign '='; largest value for measurements with relation sign '>')";"UO_0000065";"";"";"";"";"0";"CHEMBL5291870";"Compound was evaluated for inhibition of human PTGS2 in an in vitro cell free assay measured by fluorescence spectroscopy";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5291721";"1";"Scientific Literature";"Nat Commun";"2023";"None";"";"";""
"CHEMBL3342191";"A-1107969";"None";"674.77";"3";"6.02";"A-1107969";"O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCOc3ccc(-n4ncc5cncnc54)cc3)s1)CC2";"% Inhibition of Control Values (Mean n=2)";"";"65.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4883706";"COX2(h) Eurofins-Cerep enzyme and uptake assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay protocol publication: DOI: 10.1155/2012/416062 | Detection method: Fluorimetry | Incubation temperature: RT | Incubation time: 5 min | Measured component: Resorufin (oxydized ADHP) | Reference compound: NS398 | Reference compound EC50 None 180.0 nM | Source of protein: human recombinant (Sf9 cells) | Substrate/Stimulus/Tracer: arachidonic acid (1.2 µM) + ADHP (25 µM)";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507311";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL5289753";"";"None";"270.28";"0";"2.76";"Imbricatin";"COc1c(O)cc2c3c1COc1cc(O)cc(c1-3)CC2";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"18.21";"0.34";"2.16";"8.35";"0";"CHEMBL5244496";"Inhibition of human COX-2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5244207";"1";"Scientific Literature";"J Nat Prod";"2018";"None";"";"INHIBITOR";""
"CHEMBL5207835";"";"None";"426.73";"1";"8.19";"2c";"C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@](C)(CCCO)[C@H](C(=C)C)CC[C@]43C)[C@@H]12";"Inhibition";"'='";"26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5121451";"Inhibition of human COX-2 at 17.5 uM using arachidonic acid as substrate by colorimetric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120759";"1";"Scientific Literature";"J Nat Prod";"2022";"None";"Dose = 17.5 microM";"";""
"CHEMBL4743827";"";"None";"296.33";"0";"2.55";"7";"O=C(NCCc1c[nH]c2ccccc12)c1ccc(O)cc1O";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4686183";"Inhibition of human COX2 assessed as reduction in PGF2alpha formation using arachidonic acid as substrate incubated for 10 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680229";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.1667 hr";"";""
"CHEMBL5267453";"";"None";"549.36";"2";"6.90";"27-1";"CN1C/C(=C\c2ccc(Br)s2)C2=NN(c3ccccc3)C(c3ccc(Br)s3)C2C1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"15.83";"0.41";"1.80";"46.17";"0";"CHEMBL5243068";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate incubated for 1 min by absorbance based analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.01667 hr";"INHIBITOR";""
"CHEMBL5285788";"";"None";"370.50";"0";"4.25";"3a-4";"Cc1ccc(-c2nc(N3CCOCC3)sc2C(=O)c2cccs2)cc1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"19.02";"0.38";"2.80";"16.61";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5276364";"";"None";"587.59";"2";"7.53";"12-23";"CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(F)cc2)n1)c1ccc(OC)cc1";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"11.33";"0.22";"-0.87";"7.26";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5285268";"";"None";"648.49";"2";"8.16";"12-28";"CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(Br)cc2)n1)c1ccc(OC)cc1";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"10.27";"0.22";"-1.50";"7.26";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5287406";"";"None";"574.62";"1";"4.94";"12-6";"CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccsc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"11.59";"0.24";"1.72";"4.67";"0";"CHEMBL5243072";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL118";"CELECOXIB";"4.0";"381.38";"0";"3.51";"Celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"18.15";"0.36";"3.41";"8.88";"1";"CHEMBL5243075";"Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate incubated for 5 to 10 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241111";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME_Lower = 5.0 min | TIME_Upper = 10.0 min";"INHIBITOR";""
"CHEMBL5275735";"";"None";"581.68";"3";"5.05";"51";"COc1ccc(/C=C2/SC(=S)C(Nc3nc4c(cnn4-c4ccccc4)c(=O)n3-c3ccccc3)C2=O)cc1OC";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"10.50";"0.20";"1.06";"6.09";"0";"CHEMBL5234756";"Inhibition of COX-2 (unknown origin) at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233249";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"DOSE = 10.0 microM";"INHIBITOR";""
"CHEMBL4740788";"";"None";"702.76";"2";"6.38";"9";"COc1ccc(-c2noc(CC(=O)NCCNC(=O)Cc3onc(-c4ccc(OC)cc4)c3-c3ccc(OC)cc3)c2-c2ccc(OC)cc2)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"9.85";"0.18";"0.54";"4.70";"0";"CHEMBL4711916";"Inhibition of human COX-2 assessed as peroxidase activity using arachidonic acid as substrate by colorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706621";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL4794283";"";"None";"298.32";"0";"2.99";"12";"O=C(NCCc1c[nH]c2ccccc12)c1ccc(F)cc1O";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4686183";"Inhibition of human COX2 assessed as reduction in PGF2alpha formation using arachidonic acid as substrate incubated for 10 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680229";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.1667 hr";"";""
"CHEMBL4760140";"";"None";"826.91";"2";"10.39";"15";"COc1ccc(-c2noc(CC(=O)Nc3ccc(-c4ccc(NC(=O)Cc5onc(-c6ccc(OC)cc6)c5-c5ccc(OC)cc5)cc4)cc3)c2-c2ccc(OC)cc2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4711916";"Inhibition of human COX-2 assessed as peroxidase activity using arachidonic acid as substrate by colorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706621";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"";""
"CHEMBL4758894";"";"None";"429.48";"0";"4.79";"17";"COc1ccc(-c2noc(CC(=O)Nc3ccc(N)cc3)c2-c2ccc(OC)cc2)cc1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"14.67";"0.27";"1.51";"6.33";"0";"CHEMBL4711916";"Inhibition of human COX-2 assessed as peroxidase activity using arachidonic acid as substrate by colorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706621";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL5270046";"";"None";"482.85";"1";"7.32";"Fig 2, Cpd 16; Scheme 12, Cpd 24";"O=c1c(/C=N/Nc2ccc(C(F)(F)F)cc2)coc2c1ccc1oc(-c3ccc(Cl)cc3)cc12";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"10.36";"0.20";"-2.32";"7.38";"0";"CHEMBL5224204";"Inhibition of COX2 (unknown origin) using arachidonic acid as substrate preincubated for 5 mins followed by substrate addition by microplate spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5223094";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"TIME = 0.08333 hr";"INHIBITOR";""
"CHEMBL4779383";"";"None";"351.41";"0";"2.26";"12";"Cc1cnc(NC(=O)N2C(=O)c3ccccc3S(=O)(=O)C2C)s1";"IC50";"'='";"276400.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4725841";"Inhibition of human recombinant COX2 assessed as reduction in PGH2 formation using arachidonic acid as substrate preincubated for 10 mins measured after substrate addition by microplate reader based enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725231";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"TIME = 0.1667 hr";"INHIBITOR";""
"CHEMBL5090304";"";"None";"652.66";"2";"3.41";"20";"COC(=O)[C@H](CO)n1nncc1COc1ccc2ccccc2c1-c1c(OCc2cnnn2[C@@H](CO)C(=O)OC)ccc2ccccc12";"IC50";"'='";"30000.0";"nM";"4.52";"";"";"UO_0000065";"6.93";"0.13";"1.11";"2.62";"0";"CHEMBL5033143";"Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032505";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5077595";"";"None";"428.31";"1";"-2.32";"15";"O=C(O)Cn1nncc1CO[C@@H](C(=O)O)[C@@H](OCc1cnnn1CC(=O)O)C(=O)O";"deltaH";"'='";"-43.73";"kJ/mol";"";"";"";"";"";"";"";"";"0";"CHEMBL5033170";"Binding affinity to human COX-2 assessed as change in enthalpy by isothermal titration calorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5032505";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";""
"CHEMBL3736245";"";"None";"450.52";"0";"4.15";"8e";"COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1";"IC50";"'='";"2170.0";"nM";"5.66";"";"";"UO_0000065";"12.57";"0.24";"1.51";"5.88";"0";"CHEMBL3738374";"Inhibition of human recombinant COX-2 preincubated for 2 mins prior to arachidonic acid addition by enzyme immuno assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734672";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";""
"CHEMBL118";"CELECOXIB";"4.0";"381.38";"0";"3.51";"Celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"15.85";"0.32";"2.54";"7.75";"0";"CHEMBL3738374";"Inhibition of human recombinant COX-2 preincubated for 2 mins prior to arachidonic acid addition by enzyme immuno assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3734672";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";""
"CHEMBL4763455";"";"None";"407.22";"0";"2.10";"7f";"O=C(/C=C/c1ccc(O)c(O)c1)NNC(=O)COc1ccc(Br)cc1";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"13.43";"0.30";"3.37";"5.07";"0";"CHEMBL4679101";"Inhibition of COX-2 (unknown origin) assessed as reduction in PGH2 formation using arachidonic acid as substrate preincubated for 5 mins followed by substrate addition and measured after 2 mins by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673359";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"TIME = 0.1167 hr";"INHIBITOR";""
"CHEMBL475220";"";"None";"245.32";"0";"4.60";"6a";"Nc1cc(-c2ccccc2)cc(-c2ccccc2)c1";"Inhibition";"'='";"68.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3059476";"Inhibition of cyclooxygenase-2 in Homo sapiens (human) whole blood assessed as LPS-induced PGE2 production at 10 uM incubated 15 min prior to LPS challenge measured after 24 hr by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3044614";"1";"Scientific Literature";"Med Chem Res";"2007";"None";"";"";""
"CHEMBL5268549";"";"None";"253.25";"0";"0.05";"A2";"CCOC(=O)[C@H](CO)NC(=O)c1cccc(O)c1";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL5258320";"Inhibition of recombinant human COX-2 using arachidonic acid as substrate at 10 uM preincubated with compound for 5 mins followed by substrate addition and measured after 2 mins by fluorescence spectrum analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5257047";"1";"Scientific Literature";"J Nat Prod";"2023";"None";"DOSE = 10.0 microM | TIME = 0.1167 hr";"INHIBITOR";""
"CHEMBL3342332";"A-1155463";"None";"669.80";"2";"6.33";"EUB0000262";"CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1";"% Inhibition of Control Values (Mean n=2)";"";"62.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4883706";"COX2(h) Eurofins-Cerep enzyme and uptake assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay protocol publication: DOI: 10.1155/2012/416062 | Detection method: Fluorimetry | Incubation temperature: RT | Incubation time: 5 min | Measured component: Resorufin (oxydized ADHP) | Reference compound: NS398 | Reference compound EC50 None 180.0 nM | Source of protein: human recombinant (Sf9 cells) | Substrate/Stimulus/Tracer: arachidonic acid (1.2 µM) + ADHP (25 µM)";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507311";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL5276738";"";"None";"527.61";"2";"8.57";"16a";"O=C(c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1cccc2ccccc12";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"13.56";"0.25";"-1.42";"9.37";"0";"CHEMBL5242583";"Inhibition of recombinant human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5241097";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.2 hr";"INHIBITOR";""
"CHEMBL5174327";"";"None";"287.24";"0";"2.91";"3a";"COc1ccc2ccn(C)c2c1C(=O)OCC(F)(F)F";"Inhibition";"'='";"24.3";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5158617";"Inhibition of human COX-2 at 50 uM using arachidonic acid as substrate preincubated for 5 mins followed by substrate addition and measured after 2 mins by colorimetry relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154731";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"Dose = 50.0 microM | TIME = 0.1167 hr";"";""
"CHEMBL5183018";"";"None";"331.29";"0";"2.53";"12d";"Cn1ccc2cc(CCCO)c(O)c(C(=O)OCC(F)(F)F)c21";"Inhibition";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5158617";"Inhibition of human COX-2 at 50 uM using arachidonic acid as substrate preincubated for 5 mins followed by substrate addition and measured after 2 mins by colorimetry relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5154731";"1";"Scientific Literature";"Bioorg Med Chem";"2022";"None";"Dose = 50.0 microM | TIME = 0.1167 hr";"";""
"CHEMBL4848265";"";"None";"409.50";"0";"2.58";"9";"CC(C)Oc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4810361";"Inhibition of COX2 (unknown origin) expressed in HEK293 TRex cells assessed as reduction in PGE2 production using arachidonic acid as substrate preincubated for 60 mins followed by substrate addition for 1 hr in presence of 10% FBS by RapidFire High-Throughput Mass Spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-T-REx";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4808216";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";""
"CHEMBL4636332";"BI 2540";"None";"527.83";"2";"5.89";"EUB0001578";"Cc1c(NC(=O)COc2ccc(Cl)cc2C(=O)c2cc(F)cc(C(F)(F)F)c2)ccc(C(=O)O)c1F";"% Ctrl";"";"84.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4885550";"COX-2 Eurofins SafetyScreen44 (BI)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Assay technology: Fluorimetry | Assay type: biochemical | Method: Cyclooxygenase-2 (COX-2 PTGS2) at Cerep | Mode of action: inhibitor | Target type: Hydrolase under EC 3";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4630903";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"INHIBITOR";""
