"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL108452";"";"None";"368.34";"0";"2.60";"104";"NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccnc2)cc1";"IC50";"'='";"436.52";"nM";"6.36";"";"";"UO_0000065";"17.27";"0.35";"3.76";"7.00";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL114162";"";"None";"316.36";"0";"3.08";"28";"CS(=O)(=O)c1ccc(-c2cncn2-c2ccc(F)cc2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL762914";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"143982";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL117295";"";"None";"397.28";"0";"4.26";"10ac";"COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"20.38";"0.44";"3.84";"13.23";"0";"CHEMBL762914";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"143982";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL515805";"";"None";"479.98";"0";"4.35";"8a";"O=C1C(Cl)C(c2ccccc2)N1c1nnc(CNc2nnc3c4ccccc4nc-3s2)s1";"Inhibition";"'='";"74.64";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1021247";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154433";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";""
"CHEMBL172364";"";"None";"324.40";"0";"4.55";"9";"CS(=O)(=O)c1ccc(-c2ccccc2Oc2ccccc2)cc1";"IC50";"'='";"33000.0";"nM";"4.48";"";"";"UO_0000065";"13.81";"0.27";"-0.07";"10.33";"0";"CHEMBL763091";"In vitro inhibitory concentration against recombinant human Prostaglandin G/H synthase 2 obtained from baculovirus";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131663";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL66856";"";"None";"424.42";"0";"4.96";"7a";"C=CCn1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F";"IC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"16.79";"0.34";"2.16";"13.71";"0";"CHEMBL763089";"In vitro inhibitory concentration against human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151520";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL286953";"";"None";"413.83";"0";"3.79";"230";"COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl";"IC50";"'='";"26.92";"nM";"7.57";"";"";"UO_0000065";"18.29";"0.38";"3.78";"8.68";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL145358";"";"None";"254.35";"0";"2.87";"62";"CC(=O)Oc1ccccc1SCCCCCO";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL760085";"Inhibitory concentration in DMSO with purified human Prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131194";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL23808";"";"None";"364.82";"0";"4.16";"9";"CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)C(=O)CC2)cc1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"22.05";"0.46";"3.89";"15.71";"0";"CHEMBL658503";"In vitro potency against human Prostaglandin G/H synthase 2 in transfected CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132626";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";"";"";""
"CHEMBL278040";"";"None";"336.53";"1";"5.66";"15c";"CCCSc1nnc(-c2cc(C(C)C)c(O)c(C(C)C)c2)s1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL655563";"Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132622";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";""
"CHEMBL308902";"";"None";"423.54";"0";"4.30";"6j";"CC(C)CC(CC(C)C)n1nc(CO[N+](=O)[O-])cc1-c1ccc(S(C)(=O)=O)cc1";"Inhibition";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL763205";"Evaluation for percent inhibition of prostaglandin G/H synthase 2 in human whole blood (HWB) at a concentration of 1 um";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149153";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";""
"CHEMBL71794";"";"None";"398.48";"0";"3.21";"21l";"Cc1ccc(-n2nc(C(=O)CCCO)cc2-c2ccc(S(C)(=O)=O)cc2)cc1";"Inhibition";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL763205";"Evaluation for percent inhibition of prostaglandin G/H synthase 2 in human whole blood (HWB) at a concentration of 1 um";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149153";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";""
"CHEMBL283660";"";"None";"490.99";"1";"7.15";"3a";"COc1ccc2c(c1)c(Cc1nc(-c3ccc(F)cc3)cs1)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"16.13";"0.32";"0.77";"17.95";"0";"CHEMBL769647";"Inhibitory concentration against human recombinant Prostaglandin G/H synthase 2 cloned and expressed in baculovirus (Sf9)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134068";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3308860";"";"";""
"CHEMBL421259";"";"None";"395.46";"0";"4.22";"10e";"Cc1cc(C)n2nc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2n1";"Inhibition";"'='";"93.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL763855";"Percentage of inhibition of Prostaglandin G/H synthase 2 activity in human whole blood(HWB) at 10 uM";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134336";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL149403";"";"None";"314.41";"0";"3.50";"24";"CCc1cc(/C=C/S(C)(=O)=O)cc(C(=O)c2ccccc2)c1";"Inhibition";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL664082";"In vitro inhibition of cyclooxygenase-2 via inhibition of PGE-2 generation by LPS-stimulated monocytes isolated from human blood at a concentration of 20 uM";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136059";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL463126";"";"None";"312.37";"0";"4.19";"2";"CC(C)=CCc1cc(/C=C/c2cc(O)cc(O)c2)c(O)cc1O";"IC50";"'='";"36700.0";"nM";"4.43";"";"";"UO_0000065";"14.20";"0.26";"0.25";"5.48";"0";"CHEMBL1020816";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159315";"1";"Scientific Literature";"J Nat Prod";"2002";"None";"";"";""
"CHEMBL422530";"";"None";"281.14";"0";"3.75";"2c";"O=C(NNc1ccc(Cl)cc1)c1ccc(Cl)cc1";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"23.01";"0.49";"2.72";"15.73";"0";"CHEMBL768959";"Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3307513";"";"";""
"CHEMBL43933";"";"None";"392.93";"0";"4.46";"96";"CSCc1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1";"IC50";"'='";"323.59";"nM";"6.49";"";"";"UO_0000065";"16.52";"0.35";"2.03";"12.49";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL117650";"";"None";"350.80";"0";"3.74";"10c";"CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2F)cc1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"21.53";"0.45";"3.81";"14.54";"0";"CHEMBL762914";"In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"143982";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL355941";"";"None";"389.43";"0";"1.96";"46b";"CS(=O)(=O)c1ccc(-c2cc3c(cc2C(=O)N2CCOCC2)OCO3)cc1";"Inhibition";"'='";"35.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL765005";"In vitro percent Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2) at a concentration of 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145927";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL440001";"";"None";"426.51";"0";"4.02";"22 (Racemic)";"C[C@H]1C(Cn2ncc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2=O)[C@@H]1C";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"17.12";"0.33";"3.28";"10.58";"0";"CHEMBL763938";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Chinese hamster ovary (CHO) cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";""
"CHEMBL359563";"";"None";"337.35";"0";"3.95";"8b";"Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(F)cc1F";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"15.97";"0.32";"1.44";"9.11";"0";"CHEMBL874565";"Inhibitory concentration against human whole blood Prostaglandin G/H synthase 2 enzyme activity was determined";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137849";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL42180";"";"None";"398.38";"0";"4.41";"59";"Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F";"IC50";"'='";"109.65";"nM";"6.96";"";"";"UO_0000065";"17.47";"0.35";"2.55";"13.39";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL327150";"";"None";"411.31";"0";"4.65";"10ad";"CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl";"Inhibition";"'='";"47.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL768142";"In vitro percent inhibition of prostaglandin G/H synthase 2 (COX-2) in human whole blood at 1 uM";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL326577";"";"None";"395.25";"0";"3.84";"11";"CS(=O)(=O)c1ccc(-n2cnc(Br)c2-c2ccc(F)cc2)cc1";"Inhibition";"'='";"85.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL768142";"In vitro percent inhibition of prostaglandin G/H synthase 2 (COX-2) in human whole blood at 1 uM";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145864";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL202030";"";"None";"316.38";"0";"2.56";"3c";"CCC(CC)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL890014";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146286";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL202473";"";"None";"314.36";"0";"2.31";"3d";"CN(c1ccc([N+](=O)[O-])cc1OC1CCCC1)S(C)(=O)=O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL890014";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146286";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL29445";"";"None";"349.36";"0";"3.12";"233";"NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccccc2)cc1";"IC50";"'='";"128.82";"nM";"6.89";"";"";"UO_0000065";"19.72";"0.39";"3.77";"8.84";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL154";"NAPROXEN";"4.0";"230.26";"0";"3.04";"naproxen";"COc1ccc2cc([C@H](C)C(=O)O)ccc2c1";"Inhibition";"'='";"86.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL959597";"Inhibition of human recombinant COX2 at 100 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157397";"1";"Scientific Literature";"J Nat Prod";"2008";"None";"";"";""
"CHEMBL1257225";"";"None";"378.38";"0";"2.97";"19b";"COc1ccc2c(c1)c(CC(=O)O)c(C)n2CC1=CCC(=O)N(C(F)F)C1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1259351";"Inhibition of human recombinant COX2 by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255513";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL122";"ROFECOXIB";"4.0";"314.36";"0";"2.56";"rofecoxib";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"IC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"19.47";"0.38";"3.56";"10.12";"1";"CHEMBL863256";"Inhibition of COX2 in human whole blood";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148495";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL261069";"";"None";"277.27";"0";"3.64";"7";"Cc1ccc(Nc2c(F)cccc2F)c(CC(=O)O)c1";"Inhibition";"'<'";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL921791";"Inhibition of human COX2 at 4 uM for 17 mins pre-incubated before addition of [1-14C]arachidonic acid";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145486";"1";"Scientific Literature";"J Biol Chem";"2007";"None";"";"";""
"CHEMBL404108";"LUMIRACOXIB";"4.0";"293.73";"0";"4.16";"1, lumiracoxib";"Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1";"IC50";"'='";"107.0";"nM";"6.97";"";"";"UO_0000065";"23.73";"0.48";"2.81";"14.13";"0";"CHEMBL921788";"Inhibition of human COX2 for 17 mins pre-incubated before addition of [1-14C]arachidonic acid";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145486";"1";"Scientific Literature";"J Biol Chem";"2007";"None";"";"";""
"CHEMBL258738";"";"None";"329.71";"0";"4.73";"19";"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1C(F)(F)F";"IC50";"'='";"166.0";"nM";"6.78";"";"";"UO_0000065";"20.56";"0.42";"2.05";"13.74";"0";"CHEMBL921788";"Inhibition of human COX2 for 17 mins pre-incubated before addition of [1-14C]arachidonic acid";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145486";"1";"Scientific Literature";"J Biol Chem";"2007";"None";"";"";""
"CHEMBL259539";"";"None";"280.25";"0";"3.54";"9j";"Nc1ccccc1NC(=O)c1ccc(C(F)(F)F)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL936641";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144769";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL260386";"";"None";"281.24";"0";"2.93";"22";"Nc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)nc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL936641";"Inhibition of COX2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144769";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL442164";"";"None";"362.37";"0";"4.84";"20a";"CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)cc2)cc1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"21.67";"0.43";"3.01";"23.00";"0";"CHEMBL762917";"In vitro inhibitory activity against human recombinant prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129066";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL118";"CELECOXIB";"4.0";"381.38";"0";"3.51";"Celecoxib";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"19.40";"0.39";"3.89";"9.49";"1";"CHEMBL769648";"Inhibitory concentration against human prostaglandin G/H synthase 2 at 25 degrees.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135018";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL261598";"";"None";"280.25";"0";"3.54";"11q";"Nc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1";"Inhibition";"'='";"14.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL936639";"Inhibition of COX2 at 100 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144769";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL279753";"";"None";"347.48";"0";"4.46";"24a";"CC(=O)Nc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)ns1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL655563";"Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132622";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";""
"CHEMBL1682205";"";"None";"269.34";"0";"4.43";"BDBM50337286";"CC(C)(C)c1ccc(Nc2cccc(C(=O)O)c2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"384893";"UO_0000065";"";"";"";"";"1";"CHEMBL3888229";"Discontinuous Radiometric Assay: Compounds may be evaluated as selective reversible inhibitors of AKR1C3 by screening them against homogeneous recombinant AKR1C1-AKR1C4 expressed in E. coli. In each case, a discontinuous radiometric assay may be used to monitor the inhibition of progesterone reduction (20-ketosteroid reduction) catalyzed by AKR1C1, the inhibition of Δ4-AD reduction (17-ketosteroid reduction) catalyzed by AKR1C3, and the inhibition of 5α-DHT reduction (3-ketosteroid reduction) catalyzed by AKR1C2 and AKR1C4 (by measuring the formation of 20α-hydroxyprogesterone, testosterone or 3α-androstanediol by radiochromatography). Secondary screens of the compounds of interest include: (a) a full-screen against all nine human recombinant AKR enzymes to ensure there are no-intended off-target effects (in this context AKR1B10 (retinal reductase; SEQ ID NO:5) has been shown to be potently inhibited by N-phenylanthranilates) (Endo et al., 2010, Biol. Pharm. Bull. 33:886-90); (b) a screen against COX-1 and COX-2 to reaffirm that compounds do not act as NSAIDs; and (c) an expanded screen against other nuclear receptors (especially other steroid hormone receptors).";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886196";"37";"BindingDB Database";"";"2016";"None";"";"";""
